number,value,params_lambda,params_w,user_attrs_accuracy
0,0.7333333333333333,1.824075328533463,30,0.7333333333333333
1,0.8,0.21846261410562598,11,0.8
2,0.7333333333333333,2.023941257917406,28,0.7333333333333333
3,0.8,0.11180033620543119,23,0.8
4,0.06666666666666667,0.002437529265497337,41,0.06666666666666667
5,0.7333333333333333,0.05509223979242719,38,0.7333333333333333
6,0.06666666666666667,0.001428516551418218,61,0.06666666666666667
7,0.8333333333333334,0.1090144291113121,17,0.8333333333333334
8,0.06666666666666667,0.00308945190348496,48,0.06666666666666667
9,0.7666666666666667,36.752608244836274,25,0.7666666666666667
10,0.8,132.52767303280365,2,0.8
11,0.8333333333333334,0.06087988609809103,9,0.8333333333333334
12,0.0,0.020418431125204452,13,0.0
13,0.7666666666666667,0.8299716136175099,13,0.7666666666666667
14,0.06666666666666667,0.011985094397813357,5,0.06666666666666667
15,0.7666666666666667,8.11736590533458,18,0.7666666666666667
16,0.4,0.024943895498745896,8,0.4
17,0.7666666666666667,0.2756571720926111,20,0.7666666666666667
18,0.0,0.007416296986449102,18,0.0
19,0.8,0.09408079903329776,1,0.8
20,0.7666666666666667,0.6771666201950232,38,0.7666666666666667
21,0.8333333333333334,0.15803011404234504,11,0.8333333333333334
22,0.8333333333333334,0.03854007937069,15,0.8333333333333334
23,0.8333333333333334,0.16964632305641633,10,0.8333333333333334
24,0.03333333333333333,0.006941464099377295,23,0.03333333333333333
25,0.7666666666666667,6.098799238403284,7,0.7666666666666667
26,0.8,0.05865697322999725,6,0.8
27,0.8,0.4342857463845422,16,0.8
28,0.7666666666666667,4.084943373341524,33,0.7666666666666667
29,0.7333333333333333,1.4241032579437645,29,0.7333333333333333
30,0.7333333333333333,0.11242430466952817,53,0.7333333333333333
31,0.8333333333333334,0.03911571598648402,15,0.8333333333333334
32,0.8,0.24859821983544245,10,0.8
33,0.06666666666666667,0.017308116588341645,20,0.06666666666666667
34,0.8,0.06629958321169623,4,0.8
35,0.8333333333333334,0.033250503662332065,25,0.8333333333333334
36,0.8333333333333334,0.15838033195697862,13,0.8333333333333334
37,0.7666666666666667,0.32755196152990007,34,0.7666666666666667
38,0.0,0.01003120916494464,11,0.0
39,0.0,0.0032504617492803167,21,0.0
40,0.7666666666666667,0.7718635345710901,27,0.7666666666666667
41,0.8,0.1653979543340133,9,0.8
42,0.8333333333333334,0.09149423793384677,16,0.8333333333333334
43,0.8333333333333334,0.043802299037959486,11,0.8333333333333334
44,0.8,0.15413490973495794,3,0.8
45,0.7666666666666667,1.9787005204906485,7,0.7666666666666667
46,0.13333333333333333,0.023310048211098184,12,0.13333333333333333
47,0.8,0.44667903778390194,15,0.8
48,0.8333333333333334,0.056951646745824265,18,0.8333333333333334
49,0.7666666666666667,1.1418878929054228,9,0.7666666666666667
50,0.8333333333333334,0.1917474783567471,23,0.8333333333333334
51,0.8333333333333334,0.04010886290474632,14,0.8333333333333334
52,0.8333333333333334,0.031190670159518513,17,0.8333333333333334
53,0.8,0.08704312275457277,5,0.8
54,0.0,0.013795362770404438,1,0.0
55,0.0,0.0057706076731083005,14,0.0
56,0.0,0.0010614684985070129,20,0.0
57,0.8,0.10587516442271754,8,0.8
58,0.7333333333333333,0.3164202006321428,60,0.7333333333333333
59,0.7666666666666667,40.80279180081189,46,0.7666666666666667
60,0.26666666666666666,0.020879389318881437,22,0.26666666666666666
61,0.8333333333333334,0.03825317827933346,24,0.8333333333333334
62,0.8,0.0658770009799755,26,0.8
63,0.7666666666666667,0.032774251252287806,30,0.7666666666666667
64,0.8333333333333334,0.13950670907214888,18,0.8333333333333334
65,0.8,0.23931558843849537,11,0.8
66,0.03333333333333333,0.0103075296695295,15,0.03333333333333333
67,0.7333333333333333,0.07548800429473462,36,0.7333333333333333
68,0.0,0.004626515975812771,20,0.0
69,0.0,0.01592110668002802,6,0.0
70,0.7,0.026653700022831465,12,0.7
71,0.8333333333333334,0.12784375005663542,14,0.8333333333333334
72,0.8333333333333334,0.048615905591883835,10,0.8333333333333334
73,0.7666666666666667,0.6122108821201213,13,0.7666666666666667
74,0.8,0.20399603240559122,16,0.8
75,0.7666666666666667,0.44778075297008657,8,0.7666666666666667
76,0.8333333333333334,0.0769956107083795,19,0.8333333333333334
77,0.8,0.11070972207441608,4,0.8
78,0.7666666666666667,0.05439361394902269,30,0.7666666666666667
79,0.8333333333333334,0.17152816593277645,12,0.8333333333333334
80,0.8,0.37606441218675624,25,0.8
81,0.8333333333333334,0.10877919582632041,15,0.8333333333333334
82,0.8333333333333334,0.045872543736920686,17,0.8333333333333334
83,0.8333333333333334,0.08641231324416135,10,0.8333333333333334
84,0.0,0.020032404154170416,17,0.0
85,0.8,0.27372343228435553,22,0.8
86,0.7666666666666667,0.02951049923382415,13,0.7666666666666667
87,0.8,0.1812440873828131,9,0.8
88,0.8333333333333334,0.059489817259211646,16,0.8333333333333334
89,0.8,0.13651364383679757,7,0.8
90,0.8333333333333334,0.03916844020980639,19,0.8333333333333334
91,0.8333333333333334,0.04540057067645332,11,0.8333333333333334
92,0.8333333333333334,0.08998547467509284,13,0.8333333333333334
93,0.0,0.01346207158194973,11,0.0
94,0.7,0.027409543163517625,5,0.7
95,0.8333333333333334,0.06868163478468854,9,0.8333333333333334
96,0.8,0.2258305433765454,3,0.8
97,0.0,0.008025318016109883,14,0.0
98,0.8333333333333334,0.035184144452276,16,0.8333333333333334
99,0.7666666666666667,0.14171187804358704,28,0.7666666666666667
100,0.0,0.01719671774961496,7,0.0
101,0.8333333333333334,0.055884689270144706,19,0.8333333333333334
102,0.8,0.10300982221258996,21,0.8
103,0.7666666666666667,0.5371536820464685,18,0.7666666666666667
104,0.7666666666666667,192.2268840214696,15,0.7666666666666667
105,0.8333333333333334,0.07518930258982254,12,0.8333333333333334
106,0.1,0.022990759419911383,10,0.1
107,0.8333333333333334,0.050207860600481935,18,0.8333333333333334
108,0.7666666666666667,1.0888862050102943,14,0.7666666666666667
109,0.8,0.06842673105770819,22,0.8
110,0.7666666666666667,0.29758151783080244,16,0.7666666666666667
111,0.8333333333333334,0.19017341959023173,24,0.8333333333333334
112,0.8,0.11737902796209575,23,0.8
113,0.8,0.036313386606889486,21,0.8
114,0.7333333333333333,0.16902712990440685,41,0.7333333333333333
115,0.8333333333333334,0.07917880606550491,13,0.8333333333333334
116,0.8,0.20875322573171065,17,0.8
117,0.7666666666666667,0.3746976713016195,11,0.7666666666666667
118,0.8,0.054716268370486563,8,0.8
119,0.8,0.09500254156933369,26,0.8
120,0.8333333333333334,0.13810579170261822,15,0.8333333333333334
121,0.8333333333333334,0.037952522254986444,14,0.8333333333333334
122,0.7333333333333333,0.04132757257423322,32,0.7333333333333333
123,0.4,0.0249756220419831,12,0.4
124,0.8333333333333334,0.05963474852811704,19,0.8333333333333334
125,0.8333333333333334,0.030997100703003447,17,0.8333333333333334
126,0.03333333333333333,0.018776846473402154,9,0.03333333333333333
127,0.8333333333333334,0.08790994240103345,14,0.8333333333333334
128,0.8333333333333334,0.04553103173342264,11,0.8333333333333334
129,0.8,0.24683021365615346,20,0.8
130,0.8333333333333334,0.10976461146592605,12,0.8333333333333334
131,0.8333333333333334,0.030301875825372065,17,0.8333333333333334
132,0.0,0.011329932356674868,15,0.0
133,0.8333333333333334,0.06356488836388995,18,0.8333333333333334
134,0.8,3.3065764837601064,13,0.8
135,0.8333333333333334,0.14316819999579028,16,0.8333333333333334
136,0.0,0.015313257026722963,6,0.0
137,0.5,0.02446482047961906,19,0.5
138,0.8333333333333334,0.03653419489526503,10,0.8333333333333334
139,0.8333333333333334,0.04861106763021567,14,0.8333333333333334
140,0.7666666666666667,42.48878905684688,24,0.7666666666666667
141,0.8,0.07501100558770578,26,0.8
142,0.7333333333333333,0.028740441893529603,64,0.7333333333333333
143,0.7666666666666667,0.043113193748522086,28,0.7666666666666667
144,0.3,0.019883986203583903,25,0.3
145,0.8,0.10260873328089565,23,0.8
146,0.8,0.06413710723403415,22,0.8
147,0.8333333333333334,0.1517173248996821,16,0.8333333333333334
148,0.8,0.05124611379746749,20,0.8
149,0.8,0.033965233109798175,8,0.8
150,0.8333333333333334,0.08750843424378073,12,0.8333333333333334
151,0.8,0.20651496128518304,17,0.8
152,0.8333333333333334,0.11638875173918975,18,0.8333333333333334
153,0.8333333333333334,0.15599306155926695,15,0.8333333333333334
154,0.8,0.07000732644425225,21,0.8
155,0.7666666666666667,0.3207370633300324,10,0.7666666666666667
156,0.8333333333333334,0.03869161713196481,13,0.8333333333333334
157,0.7333333333333333,0.1336704304120507,31,0.7333333333333333
158,0.23333333333333334,0.02383847551902859,16,0.23333333333333334
159,0.7333333333333333,0.2588841749230211,53,0.7333333333333333
160,0.8333333333333334,0.05389807357005511,19,0.8333333333333334
161,0.8333333333333334,0.08435236866652268,15,0.8333333333333334
162,0.8,0.18196470609117257,14,0.8
163,0.8333333333333334,0.11888256077043327,13,0.8333333333333334
164,0.8333333333333334,0.09680957283717027,11,0.8333333333333334
165,0.8333333333333334,0.04106664035495299,17,0.8333333333333334
166,0.7333333333333333,0.031594632628858005,35,0.7333333333333333
167,0.8333333333333334,0.06239111606258402,14,0.8333333333333334
168,0.8,0.21502842429566899,18,0.8
169,0.8333333333333334,0.12471384326110775,9,0.8333333333333334
170,0.8333333333333334,0.16956686330259862,12,0.8333333333333334
171,0.8333333333333334,0.04698204073607515,10,0.8333333333333334
172,0.8,0.0557758171576328,8,0.8
173,0.8333333333333334,0.08147316786660926,15,0.8333333333333334
174,0.8333333333333334,0.02792300533068437,12,0.8333333333333334
175,0.8333333333333334,0.043820010349754246,11,0.8333333333333334
176,0.8,0.06904404346132507,6,0.8
177,0.8,0.033248400253376775,21,0.8
178,0.8333333333333334,0.10079028663220921,13,0.8333333333333334
179,0.8,0.05248918361241475,24,0.8
180,0.03333333333333333,0.02147513743805419,10,0.03333333333333333
181,0.8333333333333334,0.08066606160937934,19,0.8333333333333334
182,0.8333333333333334,0.12240509749756276,18,0.8333333333333334
183,0.8,0.03940152717890659,20,0.8
184,0.8333333333333334,0.1506374646547036,16,0.8333333333333334
185,0.8333333333333334,0.06742556441482896,16,0.8333333333333334
186,0.8333333333333334,0.09269043590176108,14,0.8333333333333334
187,0.8,0.04703386299904342,23,0.8
188,0.8,0.19038537080636914,28,0.8
